Listing Position,Title,Brand,MRP,Price,Average Rating Score,Count of Ratings,Count of Reviews,Product URL,Image_url
1,Croma 109 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Audio (2024 model),Croma,38900.0,17999.0,5.0,6,4,https://www.croma.com/croma-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2024-model-/p/307847,https://media.croma.com/image/upload/v1724847985/Croma%20Assets/Entertainment/Television/Images/307847_0_rvvfe6.png
2,Croma 140 cm (55 inch) 4K Ultra HD Google TV with Dolby Audio (2024 model),Croma,76500.0,27990.0,0.0,0,0,https://www.croma.com/croma-140-cm-55-inch-4k-ultra-hd-google-tv-with-dolby-audio-2024-model-/p/307848,https://media.croma.com/image/upload/v1724847997/Croma%20Assets/Entertainment/Television/Images/307848_0_bkmcoi.png
3,SONY Bravia 2 109 cm (43 inch) 4K Ultra HD LED Google TV with Live Colour Technology (2024 model),Sony,59900.0,39990.0,0.0,0,0,https://www.croma.com/sony-bravia-2-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-live-colour-technology-2024-model-/p/308025,https://media.croma.com/image/upload/v1721727525/Croma%20Assets/Entertainment/Television/Images/308025_oea7z1.png
4,TCL V6B 139 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Audio( 2024 Model),Tcl,77990.0,29990.0,0.0,0,0,https://www.croma.com/tcl-v6b-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2024-model-/p/307879,https://media.croma.com/image/upload/v1719552026/Croma%20Assets/Entertainment/Television/Images/307879_autys5.png
5,BLAUPUNKT 55QD7020 139 cm (55 inch) QLED 4K Ultra HD Google TV with Quantum Dot Technology (2022 model),Blaupunkt,59999.0,31999.0,5.0,7,6,https://www.croma.com/blaupunkt-55qd7020-139-cm-55-inch-qled-4k-ultra-hd-google-tv-with-quantum-dot-technology-2022-model-/p/303336,https://media.croma.com/image/upload/v1722278459/Croma%20Assets/Entertainment/Television/Images/303336_0_aoag2z.png
6,SAMSUNG Crystal 4K Vivid 164 cm (65 inch) 4K Ultra HD LED Tizen TV with Crystal Processor 4K,Samsung,94900.0,61999.0,0.0,0,0,https://www.croma.com/samsung-crystal-4k-vivid-164-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-crystal-processor-4k/p/305598,https://media.croma.com/image/upload/v1722273542/Croma%20Assets/Entertainment/Television/Images/305598_0_lfn0tz.png
7,TOSHIBA C350NP 127 cm (50 inch) 4K Ultra HD LED Google TV with Regza Engine 4K (2024 model),Toshiba,54999.0,30999.0,0.0,0,0,https://www.croma.com/toshiba-c350np-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-regza-engine-4k-2024-model-/p/307658,https://media.croma.com/image/upload/v1719284096/Croma%20Assets/Entertainment/Television/Images/307658_t12o2h.png
8,TCL P71B Pro 164 cm (65 inch) 4K Ultra HD QLED Google TV with Dolby Vision & Dolby Atmos( 2024 Model),Tcl,128990.0,53990.0,0.0,0,0,https://www.croma.com/tcl-p71b-pro-164-cm-65-inch-4k-ultra-hd-qled-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/308006,https://media.croma.com/image/upload/v1719648895/Croma%20Assets/Entertainment/Television/Images/308006_yrgykb.png
9,LG UQ7500 139 cm (55 inch) 4K Ultra HD LED WebOS TV with AI Brightness & 4K Upscaling,Lg,71990.0,40990.0,2.1111111111,9,7,https://www.croma.com/lg-uq7500-139-cm-55-inch-4k-ultra-hd-led-webos-tv-with-ai-brightness-4k-upscaling/p/274581,https://media.croma.com/image/upload/v1722274098/Croma%20Assets/Entertainment/Television/Images/274581_0_bqw4jm.png
10,TCL P755 Pro 139.7 cm (55 inch) 4K QLED Smart Google TV with Dolby Atmos (2024 model),Tcl,80990.0,35990.0,0.0,0,0,https://www.croma.com/tcl-p755-pro-139-7-cm-55-inch-4k-qled-smart-google-tv-with-dolby-atmos-2024-model-/p/306519,https://media.croma.com/image/upload/v1724858061/Croma%20Assets/Entertainment/Television/Images/306519_0_t9arga.png
11,TCL C Series 140 cm (55 inch) QLED 4K Ultra HD Google TV with Dolby Vision (2024 model),Tcl,121990.0,39990.0,3.0,2,2,https://www.croma.com/tcl-c-series-140-cm-55-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-2024-model-/p/306525,https://media.croma.com/image/upload/v1724858461/Croma%20Assets/Entertainment/Television/Images/306525_0_uxe6hz.png
12,Croma 43UGC024601 109 cm (43 inch) 4K Ultra HD LED Google TV with Bezel Less Display,Croma,39000.0,25490.0,4.2857142857,7,5,https://www.croma.com/croma-43ugc024601-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-bezel-less-display/p/273358,https://media.croma.com/image/upload/v1701192194/Croma%20Assets/Entertainment/Television/Images/273358_0_hgemyv.png
13,LG UQ7500 108 cm (43 inch) 4K Ultra HD LED WebOS TV with Gen5 AI Processor 4K,Lg,49990.0,28990.0,2.5555555556,9,7,https://www.croma.com/lg-uq7500-108-cm-43-inch-4k-ultra-hd-led-webos-tv-with-gen5-ai-processor-4k/p/274582,https://media.croma.com/image/upload/v1722278782/Croma%20Assets/Entertainment/Television/Images/274582_0_nlmr1l.png
14,acer Advanced I Series 127 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Vision (2023 model),Acer,49999.0,28499.0,3.9047619048,21,16,https://www.croma.com/acer-advanced-i-series-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-2023-model-/p/274276,https://media.croma.com/image/upload/v1722280619/Croma%20Assets/Entertainment/Television/Images/274276_0_tpyepw.png
15,Xiaomi X Series 165.1 cm (65 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Audio (2023 model),Xiaomi,89999.0,58999.0,0.0,0,0,https://www.croma.com/xiaomi-x-series-165-1-cm-65-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-audio-2023-model-/p/302099,https://media.croma.com/image/upload/v1722274003/Croma%20Assets/Entertainment/Television/Images/302099_0_mo5c6q.png
16,SONY Bravia 2 127 cm (50 inch) 4K Ultra HD LED Google TV with Live Colour Technology (2024 model),Sony,79900.0,53990.0,0.0,0,0,https://www.croma.com/sony-bravia-2-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-live-colour-technology-2024-model-/p/307953,https://media.croma.com/image/upload/v1719471164/Croma%20Assets/Entertainment/Television/Images/307953_w9wh0w.png
17,acer Advanced I Series 109 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Audio (2023 model),Acer,39999.0,22999.0,3.4666666667,15,11,https://www.croma.com/acer-advanced-i-series-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-audio-2023-model-/p/274275,https://media.croma.com/image/upload/v1722280396/Croma%20Assets/Entertainment/Television/Images/274275_0_hxj8zi.png
18,Croma 55UGD307601 140 cm (55 inch) LED 4K Ultra HD Google TV with Dolby Vision,Croma,76500.0,39990.0,0.0,0,0,https://www.croma.com/croma-55ugd307601-140-cm-55-inch-led-4k-ultra-hd-google-tv-with-dolby-vision/p/304492,https://media.croma.com/image/upload/v1724857958/Croma%20Assets/Entertainment/Television/Images/304492_0_rlms6i.png
19,TCL V6B 127 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Audio( 2024 Model),Tcl,64990.0,28490.0,0.0,0,0,https://www.croma.com/tcl-v6b-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2024-model-/p/307878,https://media.croma.com/image/upload/v1719551789/Croma%20Assets/Entertainment/Television/Images/307878_hmmd60.png
20,TCL P655 140 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Audio (2024 model),Tcl,78990.0,32990.0,0.0,0,0,https://www.croma.com/tcl-p655-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2024-model-/p/306598,https://media.croma.com/image/upload/v1724856720/Croma%20Assets/Entertainment/Television/Images/306598_0_n4zhyt.png
21,Croma 165 cm (65 inch) 4K Ultra HD LED Google TV with Bezel Less Display (2023 model),Croma,104000.0,55990.0,0.0,0,0,https://www.croma.com/croma-165-cm-65-inch-4k-ultra-hd-led-google-tv-with-bezel-less-display-2023-model-/p/273731,https://media.croma.com/image/upload/v1724394458/Croma%20Assets/Entertainment/Television/Images/273731_0_yoh1nn.png
22,TOSHIBA C450 139 cm (55 inch) 4K Ultra HD QLED VIDAA TV with Dolby Vision and Dolby Atmos,Toshiba,69999.0,37999.0,0.0,0,0,https://www.croma.com/toshiba-c450-139-cm-55-inch-4k-ultra-hd-qled-vidaa-tv-with-dolby-vision-and-dolby-atmos/p/307656,https://media.croma.com/image/upload/v1719283757/Croma%20Assets/Entertainment/Television/Images/307656_tp7ns7.png
23,TCL C655 109.22 cm (43 inch) QLED 4K Ultra HD Google TV with Dolby Vision (2024 model),Tcl,61990.0,27990.0,5.0,1,0,https://www.croma.com/tcl-c655-109-22-cm-43-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-2024-model-/p/306516,https://media.croma.com/image/upload/v1724858094/Croma%20Assets/Entertainment/Television/Images/306516_0_qfgs6s.png
24,SAMSUNG CUE60 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Crystal Processor 4K (2023 model),Samsung,52900.0,26990.0,2.8333333333,12,5,https://www.croma.com/samsung-cue60-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-crystal-processor-4k-2023-model-/p/274146,https://media.croma.com/image/upload/v1722281142/Croma%20Assets/Entertainment/Television/Images/274146_0_afejpi.png
25,LG QNED83 139 cm (55 inch) QNED 4K Ultra HD WebOS TV with AI Picture Pro (2024 model),Lg,159990.0,79990.0,0.0,0,0,https://www.croma.com/lg-qned83-139-cm-55-inch-qned-4k-ultra-hd-webos-tv-with-ai-picture-pro-2024-model-/p/303778,https://media.croma.com/image/upload/v1714043192/Croma%20Assets/Entertainment/Television/Images/303778_0_vsshc9.png
26,LG UT80 109.22 cm (43 inch) 4K Ultra HD LED WebOS TV with Filmmaker Mode (2024 model),Lg,60990.0,38990.0,0.0,0,0,https://www.croma.com/lg-ut80-109-22-cm-43-inch-4k-ultra-hd-led-webos-tv-with-filmmaker-mode-2024-model-/p/306829,https://media.croma.com/image/upload/v1724857855/Croma%20Assets/Entertainment/Television/Images/306829_0_uyu7pd.png
27,SONY Bravia 2 165.1 cm (65 inch) 4K Ultra HD Google TV with Live Colour Technology (2024 model),Sony,139900.0,82790.0,0.0,0,0,https://www.croma.com/sony-bravia-2-165-1-cm-65-inch-4k-ultra-hd-google-tv-with-live-colour-technology-2024-model-/p/307060,https://media.croma.com/image/upload/v1716978941/Croma%20Assets/Entertainment/Television/Images/307060_bqxqpq.png
28,TCL C655 127 cm (50 inch) QLED 4K Ultra HD Google TV with Dolby Vision (2024 model),Tcl,114990.0,35990.0,5.0,1,1,https://www.croma.com/tcl-c655-127-cm-50-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-2024-model-/p/306518,https://media.croma.com/image/upload/v1724858195/Croma%20Assets/Entertainment/Television/Images/306518_0_k1wlno.png
29,BLAUPUNKT CyberSound G2 139 cm (55 inch) LED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2023 model),Blaupunkt,46999.0,29999.0,3.6666666667,6,3,https://www.croma.com/blaupunkt-cybersound-g2-139-cm-55-inch-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303332,https://media.croma.com/image/upload/v1722278329/Croma%20Assets/Entertainment/Television/Images/303332_0_ogho7a.png
30,Croma 50UGC024602 127 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Audio,Croma,45500.0,34990.0,3.5,6,2,https://www.croma.com/croma-50ugc024602-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-audio/p/301716,https://media.croma.com/image/upload/v1722285973/Croma%20Assets/Entertainment/Television/Images/301716_0_yu3rk7.png
31,LG UT80 139.7 cm (55 inch) LED 4K Ultra HD WebOS TV with Filmmaker Mode (2024 model),Lg,89990.0,54990.0,0.0,0,0,https://www.croma.com/lg-ut80-139-7-cm-55-inch-led-4k-ultra-hd-webos-tv-with-filmmaker-mode-2024-model-/p/306824,https://media.croma.com/image/upload/v1715936151/Croma%20Assets/Entertainment/Television/Images/306824_wpwn60.png
32,TOSHIBA C350MP 139 cm (55 inch) 4K Ultra HD LED Google TV with Regza Engine 4K,Toshiba,59990.0,35999.0,0.0,0,0,https://www.croma.com/toshiba-c350mp-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-regza-engine-4k/p/305929,https://media.croma.com/image/upload/v1724855532/Croma%20Assets/Entertainment/Television/Images/305929_0_skpgpn.png
33,SONY Bravia 3 139 cm (55 inch) LED 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2024 model),Sony,129900.0,85490.0,0.0,0,0,https://www.croma.com/sony-bravia-3-139-cm-55-inch-led-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/308065,https://media.croma.com/image/upload/v1720764482/Croma%20Assets/Entertainment/Television/Images/308065_swcdq1.png
34,Xiaomi X Series 108 cm (43 inch) 4K Ultra HD LED Google TV with Vivid Picture Engine,Xiaomi,42999.0,22999.0,2.6,5,0,https://www.croma.com/xiaomi-x-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-vivid-picture-engine/p/302527,https://media.croma.com/image/upload/v1722282945/Croma%20Assets/Entertainment/Television/Images/302527_0_riknqr.png
35,BLAUPUNKT CyberSound G2 126 cm (50 inch) LED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2023 model),Blaupunkt,41999.0,26999.0,4.0,5,4,https://www.croma.com/blaupunkt-cybersound-g2-126-cm-50-inch-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303331,https://media.croma.com/image/upload/v1722278014/Croma%20Assets/Entertainment/Television/Images/303331_0_wrqexx.png
36,SONY Bravia 2 109 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Audio (2024 Model) ,Sony,69900.0,45590.0,0.0,0,0,https://www.croma.com/sony-bravia-2-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2024-model-/p/307919,https://media.croma.com/image/upload/v1719658463/Croma%20Assets/Entertainment/Television/Images/307919_qn0guu.png
37,SAMSUNG DU7000 Series 108 cm (43 inch) 4K Ultra HD LED Tizen TV with UHD Dimming (2024 model),Samsung,45900.0,32990.0,0.0,0,0,https://www.croma.com/samsung-du7000-series-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-uhd-dimming-2024-model-/p/305647,https://media.croma.com/image/upload/v1722276299/Croma%20Assets/Entertainment/Television/Images/305647_0_ums8du.png
38,LG UQ73 108 cm (43 inch) 4K Ultra HD LED WebOS TV with Gen5 AI Processor,Lg,58990.0,32990.0,4.0,1,1,https://www.croma.com/lg-uq73-108-cm-43-inch-4k-ultra-hd-led-webos-tv-with-gen5-ai-processor/p/273616,https://media.croma.com/image/upload/v1722288006/Croma%20Assets/Entertainment/Television/Images/273616_0_zob6g2.png
39,TOSHIBA C350NP 139 cm (55 inch) 4K Ultra HD LED Google TV with Regza Engine 4K(2024 model) ,Toshiba,59999.0,34999.0,0.0,0,0,https://www.croma.com/toshiba-c350np-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-regza-engine-4k-2024-model-/p/307659,https://media.croma.com/image/upload/v1719284410/Croma%20Assets/Entertainment/Television/Images/307659_uh5xlv.png
40,SONY Bravia 3 165 cm (65 inch) LCD 4K Ultra HD Google TV with Live Colour Technology (2024 model),Sony,164900.0,111140.0,0.0,0,0,https://www.croma.com/sony-bravia-3-165-cm-65-inch-lcd-4k-ultra-hd-google-tv-with-live-colour-technology-2024-model-/p/308093,https://media.croma.com/image/upload/v1720154022/Croma%20Assets/Entertainment/Television/Images/308093_jalsdk.png
41,LG evo C4 164 cm (65 inch) OLED 4K Ultra HD WebOS TV with Dolby Vision and Atmos (2024 model),Lg,335990.0,220990.0,0.0,0,0,https://www.croma.com/lg-evo-c4-164-cm-65-inch-oled-4k-ultra-hd-webos-tv-with-dolby-vision-and-atmos-2024-model-/p/306906,https://media.croma.com/image/upload/v1716025031/Croma%20Assets/Entertainment/Television/Images/306906_mphrod.png
42,Croma CREL043UTC024601 109 cm (43 inch) 4K Ultra HD LED Tizen TV with Dolby Audio (2024 model),Croma,39000.0,25490.0,0.0,0,0,https://www.croma.com/croma-crel043utc024601-109-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-dolby-audio-2024-model-/p/306788,https://media.croma.com/image/upload/v1724401080/Croma%20Assets/Entertainment/Television/Images/306788_h1i4ck.png
43,Croma 55UGC024602 140 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Audio,Croma,77000.0,37990.0,3.8,5,1,https://www.croma.com/croma-55ugc024602-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-audio/p/301719,https://media.croma.com/image/upload/v1722285928/Croma%20Assets/Entertainment/Television/Images/301719_0_ddegg9.png
44,Croma 50UGC024601 127 cm (50 inch) 4K Ultra HD LED Google TV with Bezel Less Display,Croma,45500.0,24990.0,0.0,0,0,https://www.croma.com/croma-50ugc024601-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-bezel-less-display/p/273359,https://media.croma.com/image/upload/v1724394503/Croma%20Assets/Entertainment/Television/Images/273359_0_ynjppk.png
45,SAMSUNG Crystal 4K 138 cm (55 inch) 4K Ultra HD LED Tizen Smart TV (2021 model),Samsung,69900.0,36990.0,3.0,6,6,https://www.croma.com/samsung-crystal-4k-138-cm-55-inch-4k-ultra-hd-led-tizen-smart-tv-2021-model-/p/252331,https://media.croma.com/image/upload/v1722279025/Croma%20Assets/Entertainment/Television/Images/252331_0_aovcu9.png
46,SAMSUNG DU7660 127 cm (50 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,58900.0,45162.0,0.0,0,0,https://www.croma.com/samsung-du7660-127-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305650,https://media.croma.com/image/upload/v1722276636/Croma%20Assets/Entertainment/Television/Images/305650_0_yzjbv1.png
47,BLAUPUNKT 50QD7010 126 cm (50 inch) QLED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2022 model),Blaupunkt,49999.0,26999.0,4.0769230769,13,12,https://www.croma.com/blaupunkt-50qd7010-126-cm-50-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2022-model-/p/303335,https://media.croma.com/image/upload/v1722278102/Croma%20Assets/Entertainment/Television/Images/303335_0_btld2x.png
48,Hisense Q6N 108 cm (43 inch) QLED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2024 model),Hisense,54999.0,29999.0,0.0,0,0,https://www.croma.com/hisense-q6n-108-cm-43-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2024-model-/p/307222,https://media.croma.com/image/upload/v1722489481/Croma%20Assets/Entertainment/Television/Images/307222_fp5d0a.png
49,SONY X64L 108 cm (43 inch) 4K Ultra HD LED Google TV with 4K Processor X1 (2023 Model),Sony,59900.0,38990.0,4.2307692308,13,10,https://www.croma.com/sony-x64l-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-4k-processor-x1-2023-model-/p/273157,https://media.croma.com/image/upload/v1722276991/Croma%20Assets/Entertainment/Television/Images/273157_0_brbde5.png
50,TCL V6B 189 cm (75 inch) 4K Ultra HD LED Google TV with Dolby Audio( 2024 Model),Tcl,254990.0,66990.0,0.0,0,0,https://www.croma.com/tcl-v6b-189-cm-75-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2024-model-/p/308010,https://media.croma.com/image/upload/v1719767693/Croma%20Assets/Entertainment/Television/Images/308010_qmssca.png
51,SAMSUNG DU7000 Series 138 cm (55 inch) 4K Ultra HD LED Tizen TV with UHD Dimming,Samsung,66900.0,53990.0,0.0,0,0,https://www.croma.com/samsung-du7000-series-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-uhd-dimming/p/305676,https://media.croma.com/image/upload/v1724858431/Croma%20Assets/Entertainment/Television/Images/305676_0_nvhyy9.png
52,TCL P755 108 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos (2024 model),Tcl,54990.0,25990.0,0.0,0,0,https://www.croma.com/tcl-p755-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos-2024-model-/p/306509,https://media.croma.com/image/upload/v1724856142/Croma%20Assets/Entertainment/Television/Images/306509_0_zcq3tn.png
53,SAMSUNG DU7700 Series 139.7 cm (55 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,72900.0,55303.0,0.0,0,0,https://www.croma.com/samsung-du7700-series-139-7-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305664,https://media.croma.com/image/upload/v1724856464/Croma%20Assets/Entertainment/Television/Images/305664_0_z01smy.png
54,TCL C655 165 cm (65 inch) 4K UHD  QLED Smart Google TV with Dolby Vision (2024 model),Tcl,166990.0,64990.0,0.0,0,0,https://www.croma.com/tcl-c655-165-cm-65-inch-4k-uhd-qled-smart-google-tv-with-dolby-vision-2024-model-/p/306527,https://media.croma.com/image/upload/v1716470485/Croma%20Assets/Entertainment/Television/Images/306527_y2jikt.png
55,iFFALCON Q73 126 cm (50 inch) 4K Ultra HD QLED Google TV with Dolby Audio (2023 model),Iffalcon,112990.0,27999.0,4.0,1,1,https://www.croma.com/iffalcon-q73-126-cm-50-inch-4k-ultra-hd-qled-google-tv-with-dolby-audio-2023-model-/p/307880,https://media.croma.com/image/upload/v1719552382/Croma%20Assets/Entertainment/Television/Images/307880_n7sbiw.png
56,SONY BRAVIA 3 189 cm (75 inch) 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2024 model),Sony,269900.0,156740.0,0.0,0,0,https://www.croma.com/sony-bravia-3-189-cm-75-inch-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/308865,https://media.croma.com/image/upload/v1723617042/Croma%20Assets/Entertainment/Television/Images/308865_dvcuaj.png
57,iFFALCON U62 139.7 cm (55 inch) LED 4K Ultra HD Google TV with Dolby Audio (2022 model),Iffalcon,73990.0,28999.0,0.0,0,0,https://www.croma.com/iffalcon-u62-139-7-cm-55-inch-led-4k-ultra-hd-google-tv-with-dolby-audio-2022-model-/p/305232,https://media.croma.com/image/upload/v1724857067/Croma%20Assets/Entertainment/Television/Images/305232_0_ohdtsz.png
58,SONY 165 cm (65 inch) LED 4K Ultra HD Google TV with Dolby Atmos,Sony,229900.0,156740.0,0.0,0,0,https://www.croma.com/sony-165-cm-65-inch-led-4k-ultra-hd-google-tv-with-dolby-atmos/p/273991,https://media.croma.com/image/upload/v1690214035/Croma%20Assets/Entertainment/Television/Images/273991_0_upqorg.png
59,LG evo C4 139 cm (55 inch) OLED 4K Ultra HD WebOS TV with Dolby Vision and Atmos (2024 model),Lg,230990.0,149990.0,0.0,0,0,https://www.croma.com/lg-evo-c4-139-cm-55-inch-oled-4k-ultra-hd-webos-tv-with-dolby-vision-and-atmos-2024-model-/p/306826,https://media.croma.com/image/upload/v1715937833/Croma%20Assets/Entertainment/Television/Images/306826_bwfbpo.png
60,Haier S800QT 109 cm (43 inch) 4K Ultra HD QLED Google TV with Dolby Vision & Dolby Atmos,Haier,60990.0,38990.0,0.0,0,0,https://www.croma.com/haier-s800qt-109-cm-43-inch-4k-ultra-hd-qled-google-tv-with-dolby-vision-dolby-atmos/p/307622,https://media.croma.com/image/upload/v1718959791/Croma%20Assets/Entertainment/Television/Images/307622_lvn2yk.png
61,Xiaomi X Pro Series 108 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos,Xiaomi,49999.0,30999.0,3.0,2,1,https://www.croma.com/xiaomi-x-pro-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos/p/271809,https://media.croma.com/image/upload/v1702662186/Croma%20Assets/Entertainment/Television/Images/271809_0_xtpavz.png
62,LG UT80 165.1 cm (65 inch) 4K Ultra HD LED WebOS TV with Filmmaker Mode (2024 model),Lg,131990.0,78990.0,0.0,0,0,https://www.croma.com/lg-ut80-165-1-cm-65-inch-4k-ultra-hd-led-webos-tv-with-filmmaker-mode-2024-model-/p/306905,https://media.croma.com/image/upload/v1716024449/Croma%20Assets/Entertainment/Television/Images/306905_zbmvij.png
63,TCL C755 140 cm (55 inch) Mini LED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2023 model),Tcl,169990.0,69990.0,0.0,0,0,https://www.croma.com/tcl-c755-140-cm-55-inch-mini-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303001,https://media.croma.com/image/upload/v1722277169/Croma%20Assets/Entertainment/Television/Images/303001_0_xlury8.png
64,TOSHIBA C350NP 108 cm (43 inch) 4K Ultra HD LED Google TV with Regza Engine 4K (2024 model),Toshiba,44999.0,23999.0,0.0,0,0,https://www.croma.com/toshiba-c350np-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-regza-engine-4k-2024-model-/p/307481,https://media.croma.com/image/upload/v1725515394/Croma%20Assets/Entertainment/Television/Images/307481_e9hibd.png
65,Hisense E7K Pro 139 cm (55 inch) QLED 4K Ultra HD VIDAA TV with Dolby Vision and Dolby Atmos (2023 model),Hisense,79999.0,42999.0,0.0,0,0,https://www.croma.com/hisense-e7k-pro-139-cm-55-inch-qled-4k-ultra-hd-vidaa-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/305413,https://media.croma.com/image/upload/v1710594592/Croma%20Assets/Entertainment/Television/Images/305413_cofpq4.png
66,SONY X90L 139 cm (55 inch) 4K Ultra HD LED Google TV with Cognitive Processor XR (2023 Model),Sony,169900.0,112900.0,0.0,0,0,https://www.croma.com/sony-x90l-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-cognitive-processor-xr-2023-model-/p/274278,https://media.croma.com/image/upload/v1690209382/Croma%20Assets/Entertainment/Television/Images/274278_0_jpjzta.png
67,LG UT80 190.5 cm (75 inch) 4K Ultra HD LED WebOS TV with Filmmaker Mode (2024 model),Lg,235990.0,119990.0,0.0,0,0,https://www.croma.com/lg-ut80-190-5-cm-75-inch-4k-ultra-hd-led-webos-tv-with-filmmaker-mode-2024-model-/p/306903,https://media.croma.com/image/upload/v1716019109/Croma%20Assets/Entertainment/Television/Images/306903_mo5clu.png
68,SONY X64L 126 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Audio (2023 model),Sony,74900.0,44990.0,5.0,1,1,https://www.croma.com/sony-x64l-126-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2023-model-/p/302183,https://media.croma.com/image/upload/v1722274325/Croma%20Assets/Entertainment/Television/Images/302183_0_ftatox.png
69,Croma 140 cm (55 inch) 4K Ultra HD LED Google TV with Bezel Less Display,Croma,53500.0,38990.0,3.0,2,2,https://www.croma.com/croma-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-bezel-less-display/p/273730,https://media.croma.com/image/upload/v1724394488/Croma%20Assets/Entertainment/Television/Images/273730_0_p6cz63.png
70,Croma CREL075UGC024602 190 cm (75 inch) QLED 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2024 model),Croma,100000.0,99990.0,0.0,0,0,https://www.croma.com/croma-crel075ugc024602-190-cm-75-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/306759,https://media.croma.com/image/upload/v1724858146/Croma%20Assets/Entertainment/Television/Images/306759_0_qi6x4v.png
