Listing Position,Title,Brand,MRP,Price,Average Rating Score,Count of Ratings,Count of Reviews,Product URL,Image_url
140,SAMSUNG DU7700 165.1 cm (65 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,101900.0,80193.0,0.0,0,0,https://www.croma.com/samsung-du7700-165-1-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305659,https://media.croma.com/image/upload/v1722276749/Croma%20Assets/Entertainment/Television/Images/305659_0_vgdera.png
141,Panasonic 139 cm (55 inch) 4K Ultra HD LED Google TV with Chroma Drive Dynamic,Panasonic,72990.0,52990.0,0.0,0,0,https://www.croma.com/panasonic-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-chroma-drive-dynamic/p/273072,https://media.croma.com/image/upload/v1722280229/Croma%20Assets/Entertainment/Television/Images/273072_0_tiylfe.png
142,SONY Bravia 7 165 cm (65 inch) LCD 4K Ultra HD Google TV with Live Colour Technology (2024 model),Sony,299900.0,199490.0,0.0,0,0,https://www.croma.com/sony-bravia-7-165-cm-65-inch-lcd-4k-ultra-hd-google-tv-with-live-colour-technology-2024-model-/p/308089,https://media.croma.com/image/upload/v1720153769/Croma%20Assets/Entertainment/Television/Images/308089_chihyd.png
143,SONY BRAVIA 3 215 cm (85 inch) 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2024 model),Sony,599900.0,313490.0,0.0,0,0,https://www.croma.com/sony-bravia-3-215-cm-85-inch-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/308864,https://media.croma.com/image/upload/v1723616903/Croma%20Assets/Entertainment/Television/Images/308864_mqk23t.png
144,Xiaomi X Series 108 cm (43 inch) 4K Ultra HD LED Google TV with Vivid Picture Engine (2024 model),Xiaomi,42999.0,24999.0,0.0,0,0,https://www.croma.com/xiaomi-x-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-vivid-picture-engine-2024-model-/p/310668,https://media.croma.com/image/upload/v1726131750/Croma%20Assets/Entertainment/Television/Images/310668_b3brps.png
145,Xiaomi X Series 138 cm (55 inch) 4K Ultra HD LED Google TV with Vivid Picture Engine (2024 model),Xiaomi,55999.0,35999.0,0.0,0,0,https://www.croma.com/xiaomi-x-series-138-cm-55-inch-4k-ultra-hd-led-google-tv-with-vivid-picture-engine-2024-model-/p/310817,https://media.croma.com/image/upload/v1726747180/Croma%20Assets/Entertainment/Television/Images/310817_ipihbr.png
146,SAMSUNG Crystal 4K 108 cm (43 inch) 4K Ultra HD LED Tizen TV (2021 model),Samsung,52900.0,52900.0,2.3333333333,9,8,https://www.croma.com/samsung-crystal-4k-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-2021-model-/p/252329,https://media.croma.com/image/upload/v1722278268/Croma%20Assets/Entertainment/Television/Images/252329_0_k2vo9b.png
147,LG UR75 127 cm (50 inch) 4K Ultra HD LED WebOS TV with Gen5 AI Processor 4K,Lg,67990.0,50990.0,0.0,0,0,https://www.croma.com/lg-ur75-127-cm-50-inch-4k-ultra-hd-led-webos-tv-with-gen5-ai-processor-4k/p/274892,https://media.croma.com/image/upload/v1722272790/Croma%20Assets/Entertainment/Television/Images/274892_0_i9c111.png
148,Xiaomi X Series 127 cm (50 inch) 4K Ultra HD LED Google TV with Vivid Picture Engine (2024 model),Xiaomi,49999.0,31999.0,0.0,0,0,https://www.croma.com/xiaomi-x-series-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-vivid-picture-engine-2024-model-/p/310818,https://media.croma.com/image/upload/v1726634330/Croma%20Assets/Entertainment/Television/Images/310818_vclljf.png
149,SAMSUNG DU8300 189 cm (75 inch) 4K Ultra HD LED Tizen TV with Dynamic Crystal Color,Samsung,175900.0,138272.0,0.0,0,0,https://www.croma.com/samsung-du8300-189-cm-75-inch-4k-ultra-hd-led-tizen-tv-with-dynamic-crystal-color/p/305649,https://media.croma.com/image/upload/v1724855517/Croma%20Assets/Entertainment/Television/Images/305649_0_vl4unk.png
150,LG UR77 108 cm (43 inch) 4K Ultra HD LED WebOS TV with AI Processor 4K Gen6 (2023 model),Lg,62990.0,43990.0,5.0,1,1,https://www.croma.com/lg-ur77-108-cm-43-inch-4k-ultra-hd-led-webos-tv-with-ai-processor-4k-gen6-2023-model-/p/274010,https://media.croma.com/image/upload/v1722276451/Croma%20Assets/Entertainment/Television/Images/274010_0_iwp0zc.png
151,AKAI 109 cm (43 inch) 4K Ultra HD LED Fire TV with Alexa Compatibility (2021 model),Akai,51990.0,48990.0,0.0,0,0,https://www.croma.com/akai-109-cm-43-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246448,https://media.croma.com/image/upload/v1722285402/Croma%20Assets/Entertainment/Television/Images/246448_0_mqshve.png
152,TCL C755 190 cm (75 inch) Mini LED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2023 model),Tcl,329990.0,159990.0,0.0,0,0,https://www.croma.com/tcl-c755-190-cm-75-inch-mini-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303003,https://media.croma.com/image/upload/v1722277338/Croma%20Assets/Entertainment/Television/Images/303003_0_bdev7b.png
153,Kodak CA Series 189 cm (75 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Kodak,149999.0,86999.0,0.0,0,0,https://www.croma.com/kodak-ca-series-189-cm-75-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/246062,https://media.croma.com/image/upload/v1722273952/Croma%20Assets/Entertainment/Television/Images/246062_0_uyb2i6.png
154,AKAI 139 cm (55 inch) 4K Ultra HD LED Fire TV with Alexa Compatibility (2021 model),Akai,70990.0,60990.0,0.0,0,0,https://www.croma.com/akai-139-cm-55-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246760,https://media.croma.com/image/upload/v1722282167/Croma%20Assets/Entertainment/Television/Images/246760_0_mcmqpq.png
155,Foxsky 165 cm (65 inch) 4K Ultra HD LED Smart Android TV with Google Assistant (2021 model),Foxsky,129990.0,129990.0,3.0,2,2,https://www.croma.com/foxsky-165-cm-65-inch-4k-ultra-hd-led-smart-android-tv-with-google-assistant-2021-model-/p/258798,https://media.croma.com/image/upload/v1722286133/Croma%20Assets/Entertainment/Television/Images/258798_0_y0erc5.png
156,PHILIPS 8200 Series 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Philips,89990.0,84990.0,0.0,0,0,https://www.croma.com/philips-8200-series-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/232749,https://media.croma.com/image/upload/v1722278933/Croma%20Assets/Entertainment/Television/Images/232749_0_wbclxl.png
157,LG QNED90165 cm (65 inch) QNED MiniLED 4K Ultra HD WebOS TV with Dolby Vision & Dolby Atmos (2024 model),Lg,249990.0,160990.0,0.0,0,0,https://www.croma.com/lg-qned90165-cm-65-inch-qned-miniled-4k-ultra-hd-webos-tv-with-dolby-vision-dolby-atmos-2024-model-/p/307486,https://media.croma.com/image/upload/v1717987430/Croma%20Assets/Entertainment/Television/Images/307486_p223wm.png
158,aiwa Magnifiq 127 cm (50 inch) 4K Ultra HD LED Smart Android TV with Google Voice Search (2022 model),Aiwa,69990.0,32990.0,0.0,0,0,https://www.croma.com/aiwa-magnifiq-127-cm-50-inch-4k-ultra-hd-led-smart-android-tv-with-google-voice-search-2022-model-/p/268767,https://media.croma.com/image/upload/v1722281845/Croma%20Assets/Entertainment/Television/Images/268767_0_flqiga.png
159,LG UT80 218.44 cm (86 inch) 4K Ultra HD LED WebOS TV with Filmmaker Mode (2024 Model),Lg,399990.0,279000.0,0.0,0,0,https://www.croma.com/lg-ut80-218-44-cm-86-inch-4k-ultra-hd-led-webos-tv-with-filmmaker-mode-2024-model-/p/309085,https://media.croma.com/image/upload/v1723083968/Croma%20Assets/Entertainment/Television/Images/309085_dn8kji.png
160,Compaq HUEQ A 109 cm (43 inch) 4K Ultra HD LED WebOS TV with Dolby Audio (2022 model),Compaq,30999.0,25999.0,3.0,2,1,https://www.croma.com/compaq-hueq-a-109-cm-43-inch-4k-ultra-hd-led-webos-tv-with-dolby-audio-2022-model-/p/272118,https://media.croma.com/image/upload/v1722273014/Croma%20Assets/Entertainment/Television/Images/272118_0_fnpbpp.png
161,KODAK CA Series 164 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Kodak,70499.0,47999.0,1.0,1,1,https://www.croma.com/kodak-ca-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/246061,https://media.croma.com/image/upload/v1722274069/Croma%20Assets/Entertainment/Television/Images/246061_0_zijmll.png
162,SAMSUNG DU7660 165.1 cm (65 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,98900.0,77428.0,0.0,0,0,https://www.croma.com/samsung-du7660-165-1-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305660,https://media.croma.com/image/upload/v1722277294/Croma%20Assets/Entertainment/Television/Images/305660_0_dbhoog.png
